series_id	pdb_id	target_names	publication_id	ligand_count	nonempty_murcko_scaffold_count	pKd_range	protein_entity_id	protein_asym_ids	alignment_identity	alignment_entity_coverage	aligned_residues	druglike_ligand_entities	assay_ligand_entity_matches	resolution_angstrom	experimental_methods	within_series_metadata_rank
G3S-a96a5730efc90a42	6VNE	Tyrosine-protein kinase JAK2	doi:10.1038/nbt.1990	28	28	5.18406019	1	A;B	1	0.951298701	293	1	1	2.32	X-RAY DIFFRACTION	1
G3S-a96a5730efc90a42	8BPW	Tyrosine-protein kinase JAK2	doi:10.1038/nbt.1990	28	28	5.18406019	1	A;B	0.98989899	0.936908517	297	1	0	1.8	X-RAY DIFFRACTION	2
G3S-aaae27c9c7a68a3a	3CZV	Carbonic anhydrase 13	doi:10.1016/j.bmc.2010.09.011	11	8	3.69897	1	A;B	1	0.992424242	262	2	1	2	X-RAY DIFFRACTION	1
G3S-ab8ecdc323a69568	3PE1	Casein kinase II subunit alpha	doi:10.1016/j.bmc.2017.02.055	15	8	2.74527002	1	A	1	1	337	1	1	1.6	X-RAY DIFFRACTION	1
G3S-ab8ecdc323a69568	9HYH	Casein kinase II subunit alpha	doi:10.1016/j.bmc.2017.02.055	15	8	2.74527002	1	A;B	1	0.943661972	335	2	1	1.96	X-RAY DIFFRACTION	2
G3S-ab9150ed0ce52416	6V9N	Son of sevenless homolog 1	doi:10.1021/acs.jmedchem.0c00511	38	22	4.13262557	2	B	1	0.997925311	481	3	1	1.648	X-RAY DIFFRACTION	1
G3S-ab9150ed0ce52416	6V9L	Son of sevenless homolog 1	doi:10.1021/acs.jmedchem.0c00511	38	22	4.13262557	2	B	1	0.997925311	481	3	1	1.698	X-RAY DIFFRACTION	2
G3S-accf02b6dbaa6894	5MTX	Mitogen-activated protein kinase 14	doi:10.1021/acs.jmedchem.7b00745	12	9	2.25251757	1	A	1	1	360	2	1	1.8	X-RAY DIFFRACTION	1
G3S-accf02b6dbaa6894	3HLL	Mitogen-activated protein kinase 14	doi:10.1021/acs.jmedchem.7b00745	12	9	2.25251757	1	A	1	1	360	2	1	1.95	X-RAY DIFFRACTION	2
G3S-adf3d9017899d822	4AJJ	L-lactate dehydrogenase A chain	doi:10.1021/jm201734r	13	7	1.84032538	1	A;B;C;D	1	1	331	4	1	1.75	X-RAY DIFFRACTION	1
G3S-adf3d9017899d822	4AJ1	L-lactate dehydrogenase A chain	doi:10.1021/jm201734r	13	7	1.84032538	1	A;B;C;D	1	1	331	4	1	1.87	X-RAY DIFFRACTION	2
G3S-b17775e9d3914c80	3IK3	Tyrosine-protein kinase ABL1 [229-512]	doi:10.1021/acschembio.5b01018	8	6	2.66900678	1	A;B	0.992957746	0.986111111	284	1	1	1.9	X-RAY DIFFRACTION	1
G3S-b17775e9d3914c80	3OXZ	Tyrosine-protein kinase ABL1 [229-512]	doi:10.1021/acschembio.5b01018	8	6	2.66900678	1	A	0.996466431	0.996478873	283	1	1	2.2	X-RAY DIFFRACTION	2
G3S-b28f576038c6bba6	4XMB	Kelch-like ECH-associated protein 1	pmid:32668381	18	12	3.57625273	1	A	1	1	289	1	1	2.428	X-RAY DIFFRACTION	1
G3S-b28f576038c6bba6	4L7B	Kelch-like ECH-associated protein 1	pmid:32668381	18	12	3.57625273	1	A;B	0.993127148	0.97	291	1	0	2.41	X-RAY DIFFRACTION	2
G3S-b39cee93fb2ff4e0	6FVF	Casein kinase II subunit alpha	pmid:40493957	22	6	3.77815125	1	A	0.987804878	1	328	2	1	1.47	X-RAY DIFFRACTION	1
G3S-b47e17893c82aca6	5ACW	Metallo-beta-lactamase VIM-2	doi:10.1021/acs.jmedchem.5b01289	10	10	2.04532298	1	A;B	1	1	266	1	1	1.8	X-RAY DIFFRACTION	1
G3S-b47e17893c82aca6	5ACX	Metallo-beta-lactamase VIM-2	doi:10.1021/acs.jmedchem.5b01289	10	10	2.04532298	1	A;B	1	1	266	1	1	1.8	X-RAY DIFFRACTION	2
G3S-b4e4bb5af0b8b2c1	4AJJ	L-lactate dehydrogenase A chain	doi:10.1021/jm201734r	18	7	5.57403127	1	A;B;C;D	1	1	331	4	2	1.75	X-RAY DIFFRACTION	1
G3S-b4e4bb5af0b8b2c1	4AJH	L-lactate dehydrogenase A chain	doi:10.1021/jm201734r	18	7	5.57403127	1	A;B;C;D	1	1	331	4	2	1.93	X-RAY DIFFRACTION	2
G3S-b66b7652f5b1d01d	1AZM	Carbonic anhydrase 1	doi:10.1016/j.bmc.2010.09.011	11	8	3.60205999	1	A	1	1	260	1	1	2	X-RAY DIFFRACTION	1
G3S-b66b7652f5b1d01d	3W6H	Carbonic anhydrase 1	doi:10.1016/j.bmc.2010.09.011	11	8	3.60205999	1	A;B	1	1	260	2	1	2.964	X-RAY DIFFRACTION	2
G3S-b6b157cccce7111a	5V9T	Lysine-specific demethylase 5A	doi:10.1021/acs.jmedchem.8b00261	8	8	1.25527251	1	A;B	1	0.994936709	786	1	0	3.05	X-RAY DIFFRACTION	1
G3S-b7a393cf6357ce71	9LW5	Beta-2 adrenergic receptor	doi:10.1016/j.ejmech.2008.12.016	8	3	4.01062297	6	F	0.982758621	0.974789916	348	1	1	2.87	ELECTRON MICROSCOPY	1
G3S-b96988cabeb69917	9R25	Mitogen-activated protein kinase 14	doi:10.1038/nbt.1990	19	19	4.32905872	1	A	1	1	360	2	1	1.8	X-RAY DIFFRACTION	1
G3S-b96988cabeb69917	3GCS	Mitogen-activated protein kinase 14	doi:10.1038/nbt.1990	19	19	4.32905872	1	A	0.988857939	0.997222222	359	2	1	2.1	X-RAY DIFFRACTION	2
G3S-b9a14ea86c9556ea	3VSP	Peroxisome proliferator-activated receptor gamma	doi:10.1016/j.bmcl.2014.06.023	8	7	1.462398	1	A;B	1	0.986013986	282	1	0	2.4	X-RAY DIFFRACTION	1
G3S-ba437efd56c85d19	5Y80	Cyclin-G-associated kinase	doi:10.1021/acs.jmedchem.8b01213	14	4	1.30845401	1	A	1	0.993610224	311	1	1	2.5	X-RAY DIFFRACTION	1
G3S-ba437efd56c85d19	5Y7Z	Cyclin-G-associated kinase	doi:10.1021/acs.jmedchem.8b01213	14	4	1.30845401	1	A;B	1	0.993610224	311	1	1	2.804	X-RAY DIFFRACTION	2
G3S-bd2cdfe90c8aa7fa	3ML5	Carbonic anhydrase 7	doi:10.1016/j.bmc.2013.09.029	42	6	4.24565166	1	A	0.992424242	0.981412639	264	1	1	2.05	X-RAY DIFFRACTION	1
G3S-bd2cdfe90c8aa7fa	3MDZ	Carbonic anhydrase 7	doi:10.1016/j.bmc.2013.09.029	42	6	4.24565166	1	A	1	0.918149466	258	2	1	2.32	X-RAY DIFFRACTION	2
G3S-bd97b6205fe27668	4OTG	Serine/threonine-protein kinase N1	doi:10.1038/nbt.1990	20	20	3.59362682	1	A	0.997058824	0.997067449	340	1	0	2.6	X-RAY DIFFRACTION	1
G3S-be927832aa68b7af	5ETP	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase	doi:10.1021/acs.jmedchem.6b00002	45	5	2.35902194	1	A	1	0.981481481	159	2	1	1.05	X-RAY DIFFRACTION	1
G3S-be927832aa68b7af	5ETO	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase	doi:10.1021/acs.jmedchem.6b00002	45	5	2.35902194	1	A	1	0.981481481	159	2	1	1.07	X-RAY DIFFRACTION	2
G3S-beb8359aa320987f	1AZM	Carbonic anhydrase 1	doi:10.1016/j.bmc.2013.09.029	43	6	4.30103	1	A	1	1	260	1	1	2	X-RAY DIFFRACTION	1
G3S-beb8359aa320987f	3W6H	Carbonic anhydrase 1	doi:10.1016/j.bmc.2013.09.029	43	6	4.30103	1	A;B	1	1	260	2	1	2.964	X-RAY DIFFRACTION	2
G3S-bff054f5415e507d	3LDP	Endoplasmic reticulum chaperone BiP	doi:10.1021/jm101625x	14	9	2.31386722	1	A;B	1	0.994791667	382	1	0	2.2	X-RAY DIFFRACTION	1
G3S-c1bf0bf4ec7b8cf8	8S98	Non-receptor tyrosine-protein kinase TYK2	pmid:37427891	20	12	5.54406804	1	A;B;C	1	1	295	1	1	1.87	X-RAY DIFFRACTION	1
G3S-c2777118d038eb0b	4IQK	Kelch-like ECH-associated protein 1	doi:10.1016/j.bmcl.2019.126852	8	2	2.85387196	1	A	0.989619377	0.966555184	289	1	1	1.97	X-RAY DIFFRACTION	1
G3S-c2777118d038eb0b	6TYM	Kelch-like ECH-associated protein 1	doi:10.1016/j.bmcl.2019.126852	8	2	2.85387196	1	A	1	0.986348123	289	2	0	1.422	X-RAY DIFFRACTION	2
G3S-c3ad4039ad41a0e6	5CU2	Casein kinase II subunit alpha	doi:10.1016/j.bmc.2017.04.037	10	6	3.29350067	1	A;B	0.99695122	0.931818182	328	2	2	1.705	X-RAY DIFFRACTION	1
G3S-c3ad4039ad41a0e6	6EHK	Casein kinase II subunit alpha	doi:10.1016/j.bmc.2017.04.037	10	6	3.29350067	1	A	0.981873112	0.967836257	331	2	1	1.4	X-RAY DIFFRACTION	2
G3S-c4c2e34a716f6ae6	3O8T	Mitogen-activated protein kinase 14	doi:10.1016/s0960-894x(03)00656-5	17	8	4.31425826	1	A	0.997222222	1	360	2	1	2	X-RAY DIFFRACTION	1
G3S-c4c2e34a716f6ae6	3O8P	Mitogen-activated protein kinase 14	doi:10.1016/s0960-894x(03)00656-5	17	8	4.31425826	1	A	0.997222222	1	360	2	1	2.1	X-RAY DIFFRACTION	2
G3S-c5d1969627a8c3f1	4NCT	Dual specificity tyrosine-phosphorylation-regulated kinase 1A	doi:10.1038/nbt.1990	23	23	3.1401787	2	C	1	0.991847826	365	1	0	2.597	X-RAY DIFFRACTION	1
G3S-c6c69878bad91dca	1UWH	Serine/threonine-protein kinase B-raf	doi:10.1038/nbt.1990	19	19	4.71284146	1	A;B	0.996376812	1	276	1	1	2.95	X-RAY DIFFRACTION	1
G3S-c6c69878bad91dca	1UWJ	Serine/threonine-protein kinase B-raf	doi:10.1038/nbt.1990	19	19	4.71284146	1	A;B	0.996376812	1	276	1	1	3.5	X-RAY DIFFRACTION	2
G3S-c7aa8d4de10ed68f	3IX2	Purine nucleoside phosphorylase	doi:10.1016/j.bmc.2010.05.009	8	7	1.90000877	1	A;B;C	1	1	268	1	1	2.1	X-RAY DIFFRACTION	1
G3S-c8b189267b8c3242	3T3S	Cytochrome P450 2A13	doi:10.1124/dmd.112.045161	9	8	2.0989253	1	A;B;C;D;E;F;G;H	0.997854077	0.978991597	466	1	0	3	X-RAY DIFFRACTION	1
G3S-c921d4d10853942c	9DRK	Biotin--[biotin carboxyl-carrier protein] ligase	pmid:39823202	12	11	1.51283681	1	A;B	1	1	265	1	0	2.13	X-RAY DIFFRACTION	1
G3S-c921d4d10853942c	9DRN	Biotin--[biotin carboxyl-carrier protein] ligase	pmid:39823202	12	11	1.51283681	1	A;B	1	1	264	1	0	2.98	X-RAY DIFFRACTION	2
G3S-cac62a85af1d2834	2XB7	ALK tyrosine kinase receptor	doi:10.1038/nbt.1990	29	29	4.14612804	1	A	1	0.996825397	314	1	1	2.5	X-RAY DIFFRACTION	1
G3S-cb1dbf771699bf3f	3SAX	Carbonic anhydrase 2	doi:10.1016/j.ejmech.2012.02.050	19	4	1.42117611	1	A	1	1	260	2	1	1.1	X-RAY DIFFRACTION	1
G3S-cb1dbf771699bf3f	3S8X	Carbonic anhydrase 2	doi:10.1016/j.ejmech.2012.02.050	19	4	1.42117611	1	A	1	1	260	2	1	1.3	X-RAY DIFFRACTION	2
G3S-ccdb4e9b6cf85e30	8S99	Non-receptor tyrosine-protein kinase TYK2	doi:10.1021/acs.jmedchem.3c00600	9	8	3.87242117	1	A;B;C	1	1	295	1	1	1.71	X-RAY DIFFRACTION	1
G3S-cd3e1369d7554956	3HMM	TGF-beta receptor type-1	doi:10.1021/acs.jmedchem.3c01273	8	8	2.94939001	1	A	1	1	303	1	1	1.7	X-RAY DIFFRACTION	1
G3S-cf9073a054dd1e8c	6NAD	Nuclear receptor ROR-gamma	doi:10.1016/j.bmcl.2019.04.021	31	23	4.31386722	1	A;B	1	1	243	1	0	2.90197077	X-RAY DIFFRACTION	1
G3S-d0f17450d1ab6af6	3H0A	Retinoic acid receptor RXR-alpha	doi:10.1021/jm00044a014	18	2	1.76662527	1	A	1	1	228	2	1	2.1	X-RAY DIFFRACTION	1
G3S-d0f17450d1ab6af6	4K6I	Retinoic acid receptor RXR-alpha	doi:10.1021/jm00044a014	18	2	1.76662527	1	A	1	1	231	1	1	2.1	X-RAY DIFFRACTION	2
G3S-d15243e290ebeba6	5LLN	Carbonic anhydrase 13	doi:10.1016/j.bmc.2013.01.008	30	18	4.65757732	1	A;B	1	0.996197719	262	2	1	1.6	X-RAY DIFFRACTION	1
G3S-d15243e290ebeba6	4HU1	Carbonic anhydrase 13	doi:10.1016/j.bmc.2013.01.008	30	18	4.65757732	1	A;B	1	0.996197719	262	2	1	1.95	X-RAY DIFFRACTION	2
G3S-d183c9dc36c1eaef	6KHD	Dual specificity protein kinase CLK1	pmid:36876904	36	32	4.04575749	1	A;B;C	0.997933884	1	484	1	1	2.7	X-RAY DIFFRACTION	1
G3S-d1bbafed8d4f34cf	4ZZZ	Poly [ADP-ribose] polymerase 1	doi:10.1021/acs.jmedchem.5b00680	41	26	4.03308852	1	A;B	1	0.994475138	360	2	1	1.9	X-RAY DIFFRACTION	1
G3S-d1bbafed8d4f34cf	7KK4	Poly [ADP-ribose] polymerase 1	doi:10.1021/acs.jmedchem.5b00680	41	26	4.03308852	1	A;B	0.997159091	1	352	1	1	1.96	X-RAY DIFFRACTION	2
G3S-d1bd349cdd458972	1LIN	Calmodulin	doi:10.1016/j.ejmech.2016.03.045	8	7	1.98457144	1	A	1	1	148	1	1	2	X-RAY DIFFRACTION	1
G3S-d1bd349cdd458972	1CTR	Calmodulin	doi:10.1016/j.ejmech.2016.03.045	8	7	1.98457144	1	A	1	1	148	1	1	2.45	X-RAY DIFFRACTION	2
G3S-d1de2bf2f08fcf46	5JZN	Serine/threonine-protein kinase DCLK1	doi:10.1038/nbt.1990	18	18	3.22888201	1	A;B	0.996428571	1	280	1	1	2.85	X-RAY DIFFRACTION	1
G3S-d1de2bf2f08fcf46	7F3G	Serine/threonine-protein kinase DCLK1	doi:10.1038/nbt.1990	18	18	3.22888201	1	A;B	1	0.985815603	278	1	0	2.1	X-RAY DIFFRACTION	2
G3S-d207c324846b2507	3RGF	Cyclin-dependent kinase 8	doi:10.1038/nbt.1990	13	13	3.75696195	1	A	1	0.995061728	403	2	1	2.2	X-RAY DIFFRACTION	1
G3S-d25ad64514236b8b	5DX4	Bromodomain-containing protein 4	doi:10.1021/acs.jmedchem.5b01511	14	8	2.04266815	1	A	1	0.984251969	125	1	1	2.3	X-RAY DIFFRACTION	1
G3S-d2858f5dc6d0d6d2	5LLC	Carbonic anhydrase 2	doi:10.1021/acs.jmedchem.7b01408	12	7	2.45974716	1	A	1	1	260	1	1	1.1	X-RAY DIFFRACTION	1
G3S-d2858f5dc6d0d6d2	6QL3	Carbonic anhydrase 2	doi:10.1021/acs.jmedchem.7b01408	12	7	2.45974716	1	A	0.980769231	1	260	4	1	1.35	X-RAY DIFFRACTION	2
G3S-d392e1d59c314666	4WW6	Carbonic anhydrase 2	doi:10.1021/acs.jmedchem.5b01723	15	9	3.28477925	1	A	1	1	260	4	1	1.06	X-RAY DIFFRACTION	1
G3S-d392e1d59c314666	5LLC	Carbonic anhydrase 2	doi:10.1021/acs.jmedchem.5b01723	15	9	3.28477925	1	A	1	1	260	1	1	1.1	X-RAY DIFFRACTION	2
G3S-d3c114d403b4f6e6	1UWH	Serine/threonine-protein kinase B-raf	doi:10.1016/j.bmcl.2011.07.019	28	11	1.2170299	1	A;B	0.996376812	1	276	1	1	2.95	X-RAY DIFFRACTION	1
G3S-d3c114d403b4f6e6	1UWJ	Serine/threonine-protein kinase B-raf	doi:10.1016/j.bmcl.2011.07.019	28	11	1.2170299	1	A;B	0.996376812	1	276	1	1	3.5	X-RAY DIFFRACTION	2
G3S-d47edc95ba068421	6TUY	REST corepressor 1	pmid:35525212	31	22	2.30856441	2	B	1	1	485	3	1	2.6	X-RAY DIFFRACTION	1
G3S-d47edc95ba068421	5L3E	REST corepressor 1	pmid:35525212	31	22	2.30856441	2	B	1	1	178	2	1	2.8	X-RAY DIFFRACTION	2
G3S-d519c857dc22bc06	8CQL	Elongin-C	doi:10.1021/acs.jmedchem.3c00434	38	6	2.42808674	2	B;E;H;K	1	0.989690722	96	1	1	2.38	X-RAY DIFFRACTION	1
G3S-d519c857dc22bc06	8CQK	Elongin-C	doi:10.1021/acs.jmedchem.3c00434	38	6	2.42808674	2	B;E;H;K	1	0.989690722	96	1	1	2.62	X-RAY DIFFRACTION	2
G3S-d51a503970da5ba2	5VYY	Heat shock protein HSP 90-alpha	pmid:39256986	9	8	1.92634245	1	A	1	0.921875	236	1	1	1.792	X-RAY DIFFRACTION	1
G3S-d587ea9877aeacf1	5Y80	Cyclin-G-associated kinase	doi:10.1038/nbt.1990	41	41	3.52680904	1	A	1	0.993610224	311	1	1	2.5	X-RAY DIFFRACTION	1
G3S-d587ea9877aeacf1	5Y7Z	Cyclin-G-associated kinase	doi:10.1038/nbt.1990	41	41	3.52680904	1	A;B	1	0.993610224	311	1	1	2.804	X-RAY DIFFRACTION	2
G3S-d5eff434a516ab97	4AT5	BDNF/NT-3 growth factors receptor	doi:10.1038/nbt.1990	27	27	2.9115781	1	A	1	0.989966555	296	2	1	1.71	X-RAY DIFFRACTION	1
G3S-d5f2b3941320fd29	9FA3	Lysosomal acid glucosylceramidase	pmid:38932616	13	4	4.35751135	1	A	1	0.981684982	536	2	1	1.36	X-RAY DIFFRACTION	1
G3S-d5f2b3941320fd29	9FDI	Lysosomal acid glucosylceramidase	pmid:38932616	13	4	4.35751135	1	A	1	0.981684982	536	2	1	1.41	X-RAY DIFFRACTION	2
G3S-d6314e1e3eb65b19	9JIR	Transthyretin	pmid:39761163	8	4	2.47504825	1	A;B	0.993197279	0.924528302	147	1	1	1.3	X-RAY DIFFRACTION	1
G3S-d6314e1e3eb65b19	9JIS	Transthyretin	pmid:39761163	8	4	2.47504825	1	A;B	0.993197279	0.924528302	147	1	1	1.41	X-RAY DIFFRACTION	2
G3S-d63ca398425bbdff	4GU6	Focal adhesion kinase 1	doi:10.1021/jm3016014	24	13	3.80163235	1	A;B	1	0.989361702	279	1	1	1.95	X-RAY DIFFRACTION	1
G3S-d82e40f7bc270eb2	4KNN	Carbonic anhydrase 13	doi:10.1016/j.bmc.2013.09.029	43	6	3.23240962	1	A;B	1	0.996197719	262	3	1	1.404	X-RAY DIFFRACTION	1
G3S-d82e40f7bc270eb2	4QSJ	Carbonic anhydrase 13	doi:10.1016/j.bmc.2013.09.029	43	6	3.23240962	1	A;B	1	0.996197719	262	3	1	1.7	X-RAY DIFFRACTION	2
G3S-da6a7a5b92d16f5d	5Y80	Cyclin-G-associated kinase	doi:10.1016/j.bmcl.2019.05.025	25	4	3.88169184	1	A	1	0.993610224	311	1	1	2.5	X-RAY DIFFRACTION	1
G3S-da6a7a5b92d16f5d	5Y7Z	Cyclin-G-associated kinase	doi:10.1016/j.bmcl.2019.05.025	25	4	3.88169184	1	A;B	1	0.993610224	311	1	1	2.804	X-RAY DIFFRACTION	2
G3S-da8fc773cdc768de	6HUP	Gamma-aminobutyric acid receptor subunit alpha-1	doi:10.1021/jm701433b	21	10	3.30103	1	A;D	1	0.924568966	429	3	1	3.58	ELECTRON MICROSCOPY	1
G3S-dc79a9836344f3ec	2Y6O	Ephrin type-A receptor 4	doi:10.1038/nbt1358	9	9	3.55428721	1	A	0.996563574	1	291	1	1	1.543	X-RAY DIFFRACTION	1
G3S-dd8aacb779840031	5I9Y	Ephrin type-A receptor 2 [596-900]	doi:10.1021/acschembio.6b00709	27	26	2.53556536	1	A	1	0.996732026	305	1	1	1.228	X-RAY DIFFRACTION	1
G3S-dd8aacb779840031	5I9X	Ephrin type-A receptor 2 [596-900]	doi:10.1021/acschembio.6b00709	27	26	2.53556536	1	A	1	0.996732026	305	1	1	1.427	X-RAY DIFFRACTION	2
G3S-de0a2a7c1887af78	5O5A	Peregrin	doi:10.1016/j.ejmech.2018.05.037	15	14	1.30989438	1	A	1	0.99137931	115	1	1	1.6	X-RAY DIFFRACTION	1
G3S-de0a2a7c1887af78	5MWH	Peregrin	doi:10.1016/j.ejmech.2018.05.037	15	14	1.30989438	1	A;B	1	0.99137931	115	1	1	1.65	X-RAY DIFFRACTION	2
G3S-de2a24cde8ae391c	6FNM	Ephrin type-B receptor 4	doi:10.1038/nbt.1990	24	24	4.30737017	1	A	0.989830508	0.993265993	295	1	1	1.157	X-RAY DIFFRACTION	1
G3S-df91bc0fd4e2076d	3ML5	Carbonic anhydrase 7	doi:10.1016/j.bmc.2013.01.008	28	17	4.48170315	1	A	0.992424242	0.981412639	264	1	1	2.05	X-RAY DIFFRACTION	1
G3S-df91bc0fd4e2076d	3MDZ	Carbonic anhydrase 7	doi:10.1016/j.bmc.2013.01.008	28	17	4.48170315	1	A	1	0.918149466	258	2	1	2.32	X-RAY DIFFRACTION	2
G3S-dfc845f5fdda1698	6W4Z	Galectin-8	pmid:32809817	10	5	1.21714049	1	A;B	0.993464052	1	153	2	0	1.59	X-RAY DIFFRACTION	1
G3S-e06c6b7aad2ea234	7L3C	Endolysin [L99A]	doi:10.1021/jm0491187	16	5	1.55716334	1	A	0.987804878	1	164	2	1	1.31	X-RAY DIFFRACTION	1
G3S-e14938ee3e7dd677	3O8T	Mitogen-activated protein kinase 14	doi:10.1021/jm030120s	8	6	4.11021548	1	A	0.997222222	1	360	2	1	2	X-RAY DIFFRACTION	1
G3S-e14938ee3e7dd677	3O8P	Mitogen-activated protein kinase 14	doi:10.1021/jm030120s	8	6	4.11021548	1	A	0.997222222	1	360	2	1	2.1	X-RAY DIFFRACTION	2
G3S-e1d12f0e7fc3ce7f	8XOX	Protein-tyrosine kinase 2-beta	pmid:33497606	9	7	2.157939	1	A	1	1	277	1	1	1.9	X-RAY DIFFRACTION	1
G3S-e1d12f0e7fc3ce7f	5TOB	Protein-tyrosine kinase 2-beta	pmid:33497606	9	7	2.157939	1	A	1	0.989361702	279	1	1	2.117	X-RAY DIFFRACTION	2
G3S-e2e78f6cb47c8e4c	5U69	Polycomb protein EED	doi:10.1021/acs.jmedchem.7b00576	14	9	4.2787536	1	A	1	0.989159892	365	1	0	1.28	X-RAY DIFFRACTION	1
G3S-e2e78f6cb47c8e4c	5U8F	Polycomb protein EED	doi:10.1021/acs.jmedchem.7b00576	14	9	4.2787536	1	A	1	0.989159892	365	1	0	1.343	X-RAY DIFFRACTION	2
G3S-e36179cfc1b7610c	8WX7	Tyrosine-protein phosphatase non-receptor type 11	pmid:39110625	19	12	1.84677162	1	A;B	1	0.998098859	525	1	0	2.02	X-RAY DIFFRACTION	1
G3S-e3b2a2841a5b18a5	2IVU	Proto-oncogene tyrosine-protein kinase receptor Ret	doi:10.1038/nbt.1990	19	19	3.32874082	1	A	1	0.984076433	309	1	1	2.5	X-RAY DIFFRACTION	1
G3S-e710b4e67d7724f9	5Y80	Cyclin-G-associated kinase	doi:10.1038/nbt1358	21	20	3.09017663	1	A	1	0.993610224	311	1	1	2.5	X-RAY DIFFRACTION	1
G3S-e710b4e67d7724f9	5Y7Z	Cyclin-G-associated kinase	doi:10.1038/nbt1358	21	20	3.09017663	1	A;B	1	0.993610224	311	1	1	2.804	X-RAY DIFFRACTION	2
G3S-e7f816aed727534b	3HS4	Carbonic anhydrase 2	doi:10.1016/j.bmc.2013.09.029	43	6	3.24565166	1	A	1	1	260	2	1	1.1	X-RAY DIFFRACTION	1
G3S-e7f816aed727534b	3SAX	Carbonic anhydrase 2	doi:10.1016/j.bmc.2013.09.029	43	6	3.24565166	1	A	1	1	260	2	1	1.1	X-RAY DIFFRACTION	2
G3S-e9de90d69aed4dc3	3RU1	Beta-secretase 1	doi:10.1021/jm200544q	16	7	2.67778071	1	A	0.99513382	1	411	2	1	2.3	X-RAY DIFFRACTION	1
G3S-e9de90d69aed4dc3	2OHL	Beta-secretase 1	doi:10.1021/jm200544q	16	7	2.67778071	1	A	0.995024876	1	402	1	1	2.65	X-RAY DIFFRACTION	2
G3S-eb73c8235716ab91	4WR7	Carbonic anhydrase 1	doi:10.1016/j.bmc.2013.01.008	29	18	5.33518427	1	A;B	1	0.996153846	259	2	1	1.5	X-RAY DIFFRACTION	1
G3S-eb73c8235716ab91	1AZM	Carbonic anhydrase 1	doi:10.1016/j.bmc.2013.01.008	29	18	5.33518427	1	A	1	1	260	1	1	2	X-RAY DIFFRACTION	2
G3S-ee6c97e67f1fb0d7	5OGJ	Carbonic anhydrase 13	doi:10.1021/acs.jmedchem.7b01408	15	9	3.35051536	1	A;B	1	0.996197719	262	3	1	1.06	X-RAY DIFFRACTION	1
G3S-ee6c97e67f1fb0d7	4KNN	Carbonic anhydrase 13	doi:10.1021/acs.jmedchem.7b01408	15	9	3.35051536	1	A;B	1	0.996197719	262	3	1	1.404	X-RAY DIFFRACTION	2
G3S-eea0596469e3b875	4WR7	Carbonic anhydrase 1	doi:10.1021/acs.jmedchem.5b01723	12	8	5.49664339	1	A;B	1	0.996153846	259	2	1	1.5	X-RAY DIFFRACTION	1
G3S-eea0596469e3b875	4WUQ	Carbonic anhydrase 1	doi:10.1021/acs.jmedchem.5b01723	12	8	5.49664339	1	A;B	1	0.996153846	259	2	1	1.75	X-RAY DIFFRACTION	2
G3S-f223745e3dee7f3b	6X83	Tumor necrosis factor	doi:10.1021/acs.jmedchem.0c01280	11	8	5.39794001	1	A;B;C;D;E;F	1	0.993670886	157	1	1	2.83	X-RAY DIFFRACTION	1
G3S-f223745e3dee7f3b	6X85	Tumor necrosis factor	doi:10.1021/acs.jmedchem.0c01280	11	8	5.39794001	1	A;B;C;D;E;F	1	0.993670886	157	1	1	2.85	X-RAY DIFFRACTION	2
G3S-f2318d3b76296c29	4I22	Epidermal growth factor receptor	doi:10.1038/nbt1068	9	8	3.66275783	1	A	0.990853659	0.996960486	328	1	1	1.71	X-RAY DIFFRACTION	1
G3S-f2318d3b76296c29	4WKQ	Epidermal growth factor receptor	doi:10.1038/nbt1068	9	8	3.66275783	1	A	1	0.990909091	327	2	1	1.85	X-RAY DIFFRACTION	2
G3S-f27bb6dc0560b24d	8GXP	Nuclear receptor ROR-gamma	pmid:37236000	20	12	1.72631961	1	A	1	0.903345725	243	1	0	2.45	X-RAY DIFFRACTION	1
G3S-f2ec313bd7b3ce78	7JVU	Histone deacetylase 8	doi:10.1016/j.bmc.2011.11.041	19	7	1.63202321	1	A;B	0.99734748	0.969151671	377	1	1	1.50047654	X-RAY DIFFRACTION	1
G3S-f2ec313bd7b3ce78	4QA0	Histone deacetylase 8	doi:10.1016/j.bmc.2011.11.041	19	7	1.63202321	1	A;B	0.99734748	0.969151671	377	2	1	2.242	X-RAY DIFFRACTION	2
G3S-f42b5d20c7dcac28	5ML3	Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit delta	pmid:38758695	21	13	4.81412647	1	A	1	1	149	1	1	1.4	X-RAY DIFFRACTION	1
G3S-f4966ebce19de7c0	2IVU	Proto-oncogene tyrosine-protein kinase receptor Ret	doi:10.1038/nbt1358	16	16	2.88922606	1	A	1	0.984076433	309	1	1	2.5	X-RAY DIFFRACTION	1
G3S-f5c4fa2e79c47654	7X2F	D(1A) dopamine receptor	doi:10.1021/jm950447w	11	6	3.29320466	1	A	1	0.942917548	446	3	1	3	ELECTRON MICROSCOPY	1
