estimand_id	gene_symbol	uniprot_accession	component_id	component_size	coordinate_status	edge_policy
UniProt:Q8N5S9:128-409|KLIFS:266:positions1-85	CAMKK1	Q8N5S9	PTC001	323	BLOCKED_MAPPING	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q8N752:17-285|KLIFS:185:positions1-85	CSNK1A1L	Q8N752	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q8NE63:11-347|KLIFS:234:positions1-85	HIPK4	Q8NE63	PTC001	323	BLOCKED_MAPPING	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q8NEV4:21-287|KLIFS:365:positions1-85	MYO3A	Q8NEV4	PTC001	323	BLOCKED_MAPPING	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q8NFD2:22-289|KLIFS:515:positions1-85	ANKK1	Q8NFD2	PTC001	323	BLOCKED_MAPPING	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q8NG66:29-287|KLIFS:285:positions1-85	NEK11	Q8NG66	PTC001	323	BLOCKED_MAPPING	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q8TD08:13-304|KLIFS:244:positions1-85	MAPK15	Q8TD08	PTC001	323	BLOCKED_MAPPING	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q8TD19:52-308|KLIFS:290:positions1-85	NEK9	Q8TD19	PTC001	323	BLOCKED_MAPPING	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q8TDC3:34-285|KLIFS:120:positions1-85	BRSK1	Q8TDC3	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q8TDR2:202-530|KLIFS:298:positions1-85	STK35	Q8TDR2	PTC008	1	BLOCKED_MAPPING	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q8TDX7:34-299|KLIFS:289:positions1-85	NEK7	Q8TDX7	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q8WTQ7:191-454|KLIFS:17:positions1-85	GRK7	Q8WTQ7	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q8WU08:23-281|KLIFS:68:positions1-85	STK32A	Q8WU08	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q8WXR4:27-293|KLIFS:366:positions1-85	MYO3B	Q8WXR4	PTC001	323	BLOCKED_MAPPING	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q92630:222-535|KLIFS:230:positions1-85	DYRK2	Q92630	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q92772:4-287|KLIFS:218:positions1-85	CDKL2	Q92772	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q92918:17-274|KLIFS:358:positions1-85	MAP4K1	Q92918	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q96BR1:162-419|KLIFS:66:positions1-85	SGK3	Q96BR1	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q96GD4:77-327|KLIFS:261:positions1-85	AURKB	Q96GD4	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q96L34:59-310|KLIFS:127:positions1-85	MARK4	Q96L34	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q96NX5:23-277|KLIFS:111:positions1-85	CAMK1G	Q96NX5	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q96PY6:4-258|KLIFS:281:positions1-85	NEK1	Q96PY6	PTC001	323	BLOCKED_MAPPING	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q96RR4:165-446|KLIFS:265:positions1-85	CAMKK2	Q96RR4	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q96SB4:80-653|KLIFS:256:positions1-85	SRPK1	Q96SB4	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q99640:110-359|KLIFS:334:positions1-85	PKMYT1	Q99640	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q99683:680-938|KLIFS:345:positions1-85	MAP3K5	Q99683	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q99759:362-622|KLIFS:350:positions1-85	MAP3K3	Q99759	PTC001	323	BLOCKED_MAPPING	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q9BQI3:167-583|KLIFS:308:positions1-85	EIF2AK1	Q9BQI3	PTC001	323	BLOCKED_MAPPING	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q9BUB5:49-374|KLIFS:152:positions1-85	MKNK1	Q9BUB5	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q9BXA7:12-272|KLIFS:181:positions1-85	TSSK1B	Q9BXA7	PTC009	1	BLOCKED_MAPPING	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q9BYT3:116-381|KLIFS:137:positions1-85	STK33	Q9BYT3	PTC010	1	BLOCKED_MAPPING	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q9BZL6:551-807|KLIFS:165:positions1-85	PRKD2	Q9BZL6	PTC003	3	BLOCKED_MAPPING	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q9C098:356-613|KLIFS:146:positions1-85	DCLK3	Q9C098	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q9H093:53-303|KLIFS:131:positions1-85	NUAK2	Q9H093	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q9H0K1:20-271|KLIFS:133:positions1-85	SIK2	Q9H0K1	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q9H1R3:285-540|KLIFS:155:positions1-85	MYLK2	Q9H1R3	PTC005	4	BLOCKED_MAPPING	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q9H2G2:34-292|KLIFS:374:positions1-85	SLK	Q9H2G2	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q9H2K8:24-277|KLIFS:378:positions1-85	TAOK3	Q9H2K8	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q9H2X6:199-527|KLIFS:233:positions1-85	HIPK2	Q9H2X6	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q9H3Y6:230-488|KLIFS:469:positions1-85	SRMS	Q9H3Y6	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q9H422:197-525|KLIFS:232:positions1-85	HIPK3	Q9H422	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q9H4B4:62-314|KLIFS:312:positions1-85	PLK3	Q9H4B4	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q9HAZ1:159-475|KLIFS:226:positions1-85	CLK4	Q9HAZ1	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q9HBH9:84-388|KLIFS:151:positions1-85	MKNK2	Q9HBH9	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q9HC98:45-310|KLIFS:288:positions1-85	NEK6	Q9HC98	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q9HCP0:44-315|KLIFS:190:positions1-85	CSNK1G1	Q9HCP0	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q9NQU5:407-658|KLIFS:371:positions1-85	PAK6	Q9NQU5	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q9NRH2:16-269|KLIFS:136:positions1-85	SNRK	Q9NRH2	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q9NRM7:668-973|KLIFS:26:positions1-85	LATS2	Q9NRM7	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q9NRP7:4-254|KLIFS:327:positions1-85	STK36	Q9NRP7	PTC001	323	BLOCKED_MAPPING	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q9NSY1:51-316|KLIFS:278:positions1-85	BMP2K	Q9NSY1	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q9NWZ3:186-454|KLIFS:489:positions1-85	IRAK4	Q9NWZ3	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q9NY57:23-283|KLIFS:67:positions1-85	STK32B	Q9NY57	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q9NYY3:82-334|KLIFS:313:positions1-85	PLK2	Q9NYY3	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q9P0L2:60-311|KLIFS:125:positions1-85	MARK1	Q9P0L2	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q9P1W9:32-286|KLIFS:161:positions1-85	PIM2	Q9P1W9	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q9UBE8:138-427|KLIFS:248:positions1-85	NLK	Q9UBE8	PTC001	323	BLOCKED_MAPPING	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q9UEE5:61-321|KLIFS:144:positions1-85	STK17A	Q9UEE5	PTC001	323	BLOCKED_MAPPING	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q9UEW8:63-337|KLIFS:354:positions1-85	STK39	Q9UEW8	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q9UF33:631-944|KLIFS:423:positions1-85	EPHA6	Q9UF33	PTC001	323	BLOCKED_MAPPING	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q9UHD2:9-310|KLIFS:272:positions1-85	TBK1	Q9UHD2	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q9UIK4:23-285|KLIFS:142:positions1-85	DAPK2	Q9UIK4	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q9UK32:73-330|KLIFS:56:positions1-85	RPS6KA6	Q9UK32	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q9UKE5:25-289|KLIFS:360:positions1-85	TNIK	Q9UKE5	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q9UKI8:456-734|KLIFS:323:positions1-85	TLK1	Q9UKI8	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q9UL54:28-281|KLIFS:377:positions1-85	TAOK2	Q9UL54	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q9UM73:1116-1392|KLIFS:396:positions1-85	ALK	Q9UM73	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q9UPE1:79-565|KLIFS:258:positions1-85	SRPK3	Q9UPE1	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q9UPZ9:4-284|KLIFS:255:positions1-85	ICK	Q9UPZ9	PTC004	2	BLOCKED_MAPPING	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q9UQB9:43-293|KLIFS:260:positions1-85	AURKC	Q9UQB9	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q9UQM7:13-271|KLIFS:113:positions1-85	CAMK2A	Q9UQM7	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q9Y243:148-405|KLIFS:3:positions1-85	AKT3	Q9Y243	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q9Y2H1:90-383|KLIFS:25:positions1-85	STK38L	Q9Y2H1	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q9Y2H9:374-647|KLIFS:18:positions1-85	MAST1	Q9Y2H9	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q9Y2U5:357-617|KLIFS:351:positions1-85	MAP3K2	Q9Y2U5	PTC001	323	BLOCKED_MAPPING	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q9Y463:111-431|KLIFS:228:positions1-85	DYRK1B	Q9Y463	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q9Y4K4:20-277|KLIFS:357:positions1-85	MAP4K5	Q9Y4K4	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q9Y5S2:76-342|KLIFS:7:positions1-85	CDC42BPB	Q9Y5S2	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q9Y616:165-452|KLIFS:488:positions1-85	IRAK3	Q9Y616	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q9Y6E0:36-286|KLIFS:380:positions1-85	STK24	Q9Y6E0	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q9Y6M4:43-313|KLIFS:189:positions1-85	CSNK1G3	Q9Y6M4	PTC001	323	PASS_EXACT	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
UniProt:Q9Y6R4:1343-1601|KLIFS:352:positions1-85	MAP3K4	Q9Y6R4	PTC001	323	BLOCKED_MAPPING	same KLIFS family OR KLIFS85 identity >=0.70 OR AlphaFold-pocket US-align max TM >=0.75; transitive closure
