entity_type	entity_id	display_name	component_id	component_size	family_or_scaffold	edge_policy
receptor	UniProt:Q15208:89-382|KLIFS:24:positions1-85	NDR1	PTC026	4	NDR	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q9Y2H1:90-383|KLIFS:25:positions1-85	NDR2	PTC026	4	NDR	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q96PY6:4-258|KLIFS:281:positions1-85	NEK1	PTC062	9	NEK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q8NG66:29-287|KLIFS:285:positions1-85	NEK11	PTC062	9	NEK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P51955:8-271|KLIFS:286:positions1-85	NEK2	PTC062	9	NEK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P51956:4-257|KLIFS:282:positions1-85	NEK3	PTC062	9	NEK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P51957:6-261|KLIFS:287:positions1-85	NEK4	PTC062	9	NEK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q6P3R8:4-259|KLIFS:283:positions1-85	NEK5	PTC062	9	NEK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q9HC98:45-310|KLIFS:288:positions1-85	NEK6	PTC062	9	NEK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q8TDX7:34-299|KLIFS:289:positions1-85	NEK7	PTC062	9	NEK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q8TD19:52-308|KLIFS:290:positions1-85	NEK9	PTC062	9	NEK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q9UBE8:138-427|KLIFS:248:positions1-85	NLK	PTC014	14	MAPK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:O95747:17-291|KLIFS:353:positions1-85	OSR1	PTC003	25	STE20	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q16539:24-308|KLIFS:249:positions1-85	p38-alpha	PTC014	14	MAPK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q15759:24-308|KLIFS:250:positions1-85	p38-beta	PTC014	14	MAPK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:O15264:25-308|KLIFS:251:positions1-85	p38-delta	PTC014	14	MAPK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P53778:27-311|KLIFS:252:positions1-85	p38-gamma	PTC014	14	MAPK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q13153:270-521|KLIFS:367:positions1-85	PAK1	PTC003	25	STE20	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q13177:249-499|KLIFS:368:positions1-85	PAK2	PTC003	25	STE20	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:O75914:283-534|KLIFS:369:positions1-85	PAK3	PTC003	25	STE20	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:O96013:321-572|KLIFS:370:positions1-85	PAK4	PTC003	25	STE20	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q9NQU5:407-658|KLIFS:371:positions1-85	PAK6	PTC003	25	STE20	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P16234:593-954|KLIFS:452:positions1-85	PDGFRA	PTC034	8	PDGFR	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P09619:600-962|KLIFS:453:positions1-85	PDGFRB	PTC034	8	PDGFR	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:O15530:82-342|KLIFS:27:positions1-85	PDPK1	PTC015	1	PDK1	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q16816:20-288|KLIFS:158:positions1-85	PHKG1	PTC041	2	PHK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P15735:24-291|KLIFS:159:positions1-85	PHKG2	PTC041	2	PHK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P11309:38-290|KLIFS:160:positions1-85	PIM1	PTC039	3	PIM	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q9P1W9:32-286|KLIFS:161:positions1-85	PIM2	PTC039	3	PIM	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q86V86:40-293|KLIFS:162:positions1-85	PIM3	PTC039	3	PIM	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P17612:44-298|KLIFS:28:positions1-85	PKAC-alpha	PTC042	3	PKA	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P22694:44-298|KLIFS:29:positions1-85	PKAC-beta	PTC042	3	PKA	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q99640:110-359|KLIFS:334:positions1-85	PKMYT1	PTC038	3	WEE	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q16512:615-874|KLIFS:44:positions1-85	PKN1	PTC073	2	PKN	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q16513:657-916|KLIFS:45:positions1-85	PKN2	PTC073	2	PKN	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P53350:53-305|KLIFS:311:positions1-85	PLK1	PTC002	4	PLK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q9NYY3:82-334|KLIFS:313:positions1-85	PLK2	PTC002	4	PLK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q9H4B4:62-314|KLIFS:312:positions1-85	PLK3	PTC002	4	PLK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:O00444:12-265|KLIFS:314:positions1-85	PLK4	PTC002	4	PLK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q05655:349-603|KLIFS:36:positions1-85	PRKCD	PTC046	5	PKC	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q02156:408-668|KLIFS:38:positions1-85	PRKCE	PTC046	5	PKC	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P24723:355-614|KLIFS:39:positions1-85	PRKCH	PTC046	5	PKC	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P41743:254-522|KLIFS:40:positions1-85	PRKCI	PTC046	5	PKC	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q04759:380-634|KLIFS:37:positions1-85	PRKCQ	PTC046	5	PKC	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q15139:583-839|KLIFS:163:positions1-85	PRKD1	PTC024	3	PKD	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q9BZL6:551-807|KLIFS:165:positions1-85	PRKD2	PTC024	3	PKD	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:O94806:576-832|KLIFS:164:positions1-85	PRKD3	PTC024	3	PKD	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q13976:360-619|KLIFS:42:positions1-85	PRKG1	PTC068	2	PKG	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q13237:453-711|KLIFS:43:positions1-85	PRKG2	PTC068	2	PKG	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P19525:267-538|KLIFS:310:positions1-85	PRKR	PTC043	2	PEK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P51817:49-303|KLIFS:31:positions1-85	PRKX	PTC042	3	PKA	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q13523:687-1006|KLIFS:236:positions1-85	PRP4	PTC069	8	DYRK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q14289:425-683|KLIFS:424:positions1-85	PYK2	PTC065	2	FAK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P04049:349-609|KLIFS:510:positions1-85	RAF1	PTC029	2	RAF	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P07949:724-1016|KLIFS:454:positions1-85	RET	PTC035	1	Ret	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q13546:17-289|KLIFS:511:positions1-85	RIPK1	PTC018	4	RIPK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:O43353:18-294|KLIFS:512:positions1-85	RIPK2	PTC018	4	RIPK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P57078:22-286|KLIFS:514:positions1-85	RIPK4	PTC018	4	RIPK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q13464:76-338|KLIFS:9:positions1-85	ROCK1	PTC004	7	DMPK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:O75116:92-354|KLIFS:10:positions1-85	ROCK2	PTC004	7	DMPK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P08922:1945-2222|KLIFS:458:positions1-85	ROS1	PTC037	3	Sev	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:O75676:33-301|KLIFS:47:positions1-85	RPS6KA4(Kin.Dom.1-N-terminal)	PTC022	7	RSK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:O75582:49-318|KLIFS:49:positions1-85	RPS6KA5(Kin.Dom.1-N-terminal)	PTC022	7	RSK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q15418:62-321|KLIFS:54:positions1-85	RSK1(Kin.Dom.1-N-terminal)	PTC022	7	RSK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P51812:68-327|KLIFS:55:positions1-85	RSK2(Kin.Dom.1-N-terminal)	PTC022	7	RSK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q15349:59-318|KLIFS:53:positions1-85	RSK3(Kin.Dom.1-N-terminal)	PTC022	7	RSK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q9UK32:73-330|KLIFS:56:positions1-85	RSK4(Kin.Dom.1-N-terminal)	PTC022	7	RSK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P23443:91-352|KLIFS:51:positions1-85	S6K1	PTC022	7	RSK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q52WX2:53-318|KLIFS:292:positions1-85	SBK1	PTC074	1	NKF1	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q96BR1:162-419|KLIFS:66:positions1-85	SGK3	PTC081	1	SGK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P57059:27-278|KLIFS:135:positions1-85	SIK	PTC006	17	CAMKL	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q9H0K1:20-271|KLIFS:133:positions1-85	SIK2	PTC006	17	CAMKL	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q9H2G2:34-292|KLIFS:374:positions1-85	SLK	PTC003	25	STE20	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q9H093:53-303|KLIFS:131:positions1-85	SNARK	PTC006	17	CAMKL	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q9NRH2:16-269|KLIFS:136:positions1-85	SNRK	PTC006	17	CAMKL	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P12931:270-523|KLIFS:462:positions1-85	SRC	PTC032	11	Src	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q9H3Y6:230-488|KLIFS:469:positions1-85	SRMS	PTC032	11	Src	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q96SB4:80-653|KLIFS:256:positions1-85	SRPK1	PTC064	3	SRPK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P78362:81-684|KLIFS:257:positions1-85	SRPK2	PTC064	3	SRPK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q9UPE1:79-565|KLIFS:258:positions1-85	SRPK3	PTC064	3	SRPK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:O75716:20-293|KLIFS:280:positions1-85	STK16	PTC010	4	NAK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q9BYT3:116-381|KLIFS:137:positions1-85	STK33	PTC083	1	CAMK-Unique	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q8TDR2:202-530|KLIFS:298:positions1-85	STK35	PTC080	1	NKF4	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q9NRP7:4-254|KLIFS:327:positions1-85	STK36	PTC020	4	ULK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q9UEW8:63-337|KLIFS:354:positions1-85	STK39	PTC003	25	STE20	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P43405:371-631|KLIFS:470:positions1-85	SYK	PTC056	2	Syk	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:O43318:36-291|KLIFS:504:positions1-85	TAK1	PTC016	7	MLK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q7L7X3:28-281|KLIFS:379:positions1-85	TAOK1	PTC003	25	STE20	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q9UL54:28-281|KLIFS:377:positions1-85	TAOK2	PTC003	25	STE20	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q9H2K8:24-277|KLIFS:378:positions1-85	TAOK3	PTC003	25	STE20	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q9UHD2:9-310|KLIFS:272:positions1-85	TBK1	PTC007	4	IKK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P42680:370-623|KLIFS:475:positions1-85	TEC	PTC054	5	Tec	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q15569:57-314|KLIFS:492:positions1-85	TESK1	PTC063	3	LISK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P36897:205-495|KLIFS:521:positions1-85	TGFBR1	PTC001	10	STKR	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P37173:244-544|KLIFS:527:positions1-85	TGFBR2	PTC001	10	STKR	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P35590:839-1118|KLIFS:478:positions1-85	TIE1	PTC052	2	Tie	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q02763:824-1096|KLIFS:477:positions1-85	TIE2	PTC052	2	Tie	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q9UKI8:456-734|KLIFS:323:positions1-85	TLK1	PTC076	2	TLK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q86UE8:462-741|KLIFS:324:positions1-85	TLK2	PTC076	2	TLK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q9UKE5:25-289|KLIFS:360:positions1-85	TNIK	PTC003	25	STE20	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q13470:116-377|KLIFS:395:positions1-85	TNK1	PTC066	2	Ack	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q07912:126-385|KLIFS:394:positions1-85	TNK2	PTC066	2	Ack	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q59H18:463-723|KLIFS:496:positions1-85	TNNI3K	PTC016	7	MLK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P04629:510-781|KLIFS:480:positions1-85	TRKA	PTC030	3	Trk	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q16620:538-807|KLIFS:481:positions1-85	TRKB	PTC030	3	Trk	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q16288:538-839|KLIFS:482:positions1-85	TRKC	PTC030	3	Trk	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q9BXA7:12-272|KLIFS:181:positions1-85	TSSK1B	PTC082	1	TSSK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P33981:525-791|KLIFS:326:positions1-85	TTK	PTC051	1	TTK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P42681:271-527|KLIFS:476:positions1-85	TXK	PTC054	5	Tec	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P29597:897-1176|KLIFS:441:positions1-85	TYK2(JH1domain-catalytic)	PTC019	4	JakA	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q06418:518-790|KLIFS:399:positions1-85	TYRO3	PTC048	3	Axl	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:O75385:16-278|KLIFS:328:positions1-85	ULK1	PTC020	4	ULK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q8IYT8:9-271|KLIFS:329:positions1-85	ULK2	PTC020	4	ULK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q6PHR2:14-270|KLIFS:330:positions1-85	ULK3	PTC020	4	ULK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P35968:834-1162|KLIFS:485:positions1-85	VEGFR2	PTC034	8	VEGFR	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q86Y07:29-319|KLIFS:194:positions1-85	VRK2	PTC078	1	VRK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P30291:299-569|KLIFS:333:positions1-85	WEE1	PTC038	3	WEE	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P0C1S8:212-486|KLIFS:335:positions1-85	WEE2	PTC038	3	WEE	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q8WU08:23-281|KLIFS:68:positions1-85	YANK1	PTC077	3	YANK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q9NY57:23-283|KLIFS:67:positions1-85	YANK2	PTC077	3	YANK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:Q86UX6:93-353|KLIFS:69:positions1-85	YANK3	PTC077	3	YANK	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P07947:277-530|KLIFS:463:positions1-85	YES	PTC032	11	Src	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:O00506:20-270|KLIFS:381:positions1-85	YSK1	PTC003	25	STE20	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
receptor	UniProt:P43403:338-600|KLIFS:471:positions1-85	ZAP70	PTC056	2	Syk	KLIFS family equality OR aligned KLIFS85 identity >=0.70; transitive closure; structure edge pending
